Oceans,Regions,Latitude,Longitude
Atlantic Ocean,Caribbean Sea,18.72,-77.45
Atlantic Ocean,Caribbean Sea,18.1,-78.53
Atlantic Ocean,Caribbean Sea,18.58,-74.7
Atlantic Ocean,Caribbean Sea,18.39,-81.18
Atlantic Ocean,Gulf of Mexico,19.1048,-96.0991
Atlantic Ocean,Caribbean Sea,9.2879,-82.3912
Pacific Ocean,,-26.0652,-118.5125
Pacific Ocean,,-27.02219,-89.56717
Atlantic Ocean,,-26.3129,-31.0914
Atlantic Ocean,,-34.6837,-36.4507
Pacific Ocean,,-5.67,-141.69
Pacific Ocean,,8.3982,-83.3481
Pacific Ocean,,33.35,-150.87
Pacific Ocean,,33.47,-151.63
Pacific Ocean,,33.56,-152.27
Arctic Ocean,Beaufort Sea,70.072,-135.4052
Arctic Ocean,,86.9682,-138.16
Pacific Ocean,,14.71,-157.43
Pacific Ocean,,16.88,-159.15
Pacific Ocean,,20.6916,-156.445
Pacific Ocean,,23.65,-149.74
Pacific Ocean,,45.267,-123.9654
Pacific Ocean,The Coastal Waters of Southeast Alaska and British Columbia,48.4894,-122.6753
Atlantic Ocean,,42.81,-68.94
Atlantic Ocean,Celtic Sea,50.490659,-11.255781
Atlantic Ocean,Mediterranean Sea,42.7962,8.4162
Atlantic Ocean,Inner Seas off the West Coast of Scotland,57.021667,-6.475167
Atlantic Ocean,,38.73,-65.4
Atlantic Ocean,,36.69,-60.33
Atlantic Ocean,,31.445,-25.783333
Atlantic Ocean,Mediterranean Sea,39.9159,18.6212
Atlantic Ocean,Mediterranean Sea,40.7305,10.1585
Atlantic Ocean,Mediterranean Sea,41.575135,2.553135
Atlantic Ocean,,36.39,-66.42
Atlantic Ocean,,41.787143,-71.380014
Atlantic Ocean,Stellwagen Bank National Marine Sanctuary,42.29,-70.3
Atlantic Ocean,,40.97,-68.65
Atlantic Ocean,,40.5,-67.68
Atlantic Ocean,,38.5,-64.4
Atlantic Ocean,,32.8703,-79.9659
Atlantic Ocean,,32.776,-79.9252
Atlantic Ocean,,32.7872,-79.9261
Atlantic Ocean,,32.7539,-79.9164
Atlantic Ocean,,32.7564,-79.8411
Atlantic Ocean,,35.8,-63.25
Atlantic Ocean,,24.9433,-18.1717
Pacific Ocean,,34.0688,-141.6313
Pacific Ocean,,32.1206,-134.2315
Pacific Ocean,,33.7378,-118.1061
Pacific Ocean,Gulf of California,31.29732,-113.541203
,,40.6657,-80.3552
Atlantic Ocean,,24.12,-82.18
Atlantic Ocean,,24.95,-75.43
Atlantic Ocean,,23.59,-65.74
Atlantic Ocean,,22.75,-72.42
Atlantic Ocean,,22.27,-73.75
Atlantic Ocean,,29.53,-29.2
Atlantic Ocean,Gulf of Mexico,27.7258,-97.1352
Atlantic Ocean,Gulf of Mexico,27.6557,-97.1801
Atlantic Ocean,Gulf of Mexico,27.6056,-97.2073
Atlantic Ocean,Gulf of Mexico,26.6314,-97.3009
Atlantic Ocean,Gulf of Mexico,21.526733,-87.37755
Atlantic Ocean,,23.85,-80.8
Atlantic Ocean,Gulf of Mexico,30.2537,-87.644
Atlantic Ocean,Gulf of Mexico,29.7746,-94.6866
Atlantic Ocean,Gulf of Mexico,29.3005,-94.7741
Atlantic Ocean,Gulf of Mexico,29.3179,-94.7482
Atlantic Ocean,Gulf of Mexico,27.4916,-97.2665
Atlantic Ocean,Gulf of Mexico,27.5332,-97.2456
Pacific Ocean,,28.999877,-141.0615
Pacific Ocean,,23.28,-107.84
Atlantic Ocean,,29.95,-77.1
Atlantic Ocean,Gulf of Mexico,27.729,-82.4987
Atlantic Ocean,Gulf of Mexico,30.3064,-89.3276
Atlantic Ocean,Gulf of Mexico,30.3787,-87.8525
Atlantic Ocean,Caribbean Sea,16.72,-63.62
Atlantic Ocean,Caribbean Sea,15.5793,-61.4632
Atlantic Ocean,,19.01,-58.68
Pacific Ocean,,25.35,-141.11
Pacific Ocean,,25.28,-147.0
Pacific Ocean,,28.1733,-141.4267
Pacific Ocean,,19.85,-113.05
Atlantic Ocean,Caribbean Sea,16.35,-79.0
Atlantic Ocean,Caribbean Sea,16.45,-82.48
Atlantic Ocean,Caribbean Sea,13.3,-68.38
Atlantic Ocean,Caribbean Sea,15.86,-72.02
Atlantic Ocean,Caribbean Sea,16.92,-62.7
Pacific Ocean,,-24.9669,-123.9391
Pacific Ocean,,3.48,-143.62
Pacific Ocean,,19.62,-146.5
Pacific Ocean,,19.8,-143.03
Atlantic Ocean,Caribbean Sea,17.05,-78.02
Atlantic Ocean,Caribbean Sea,15.55,-72.15
Atlantic Ocean,Mediterranean Sea,32.171667,34.791167
Pacific Ocean,,6.42,-148.97
Pacific Ocean,,19.95,-156.16
Pacific Ocean,,20.6,-154.81
Pacific Ocean,,28.3132,-150.38495
Pacific Ocean,,33.38,-156.38
Pacific Ocean,,40.16,-157.42
Atlantic Ocean,,43.27,-63.87
Atlantic Ocean,English Channel,49.2725,-2.5698
Atlantic Ocean,Mediterranean Sea,43.4223,7.5336
Atlantic Ocean,,60.862833,-42.125
Atlantic Ocean,North Sea,56.096333,-2.901
Arctic Ocean,,88.1952,24.3452
Atlantic Ocean,Mediterranean Sea,40.46,5.2377
Atlantic Ocean,Mediterranean Sea,41.263153,1.963507
Atlantic Ocean,Mediterranean Sea,41.397303,2.21315
,,43.0535,-78.8987
,,43.0544,-78.9004
Atlantic Ocean,,42.69,-63.51
Atlantic Ocean,,42.31,-68.32
Atlantic Ocean,,41.2,-68.6
Atlantic Ocean,,40.51,-68.25
Atlantic Ocean,,40.93,-70.42
Atlantic Ocean,Mediterranean Sea,39.254167,8.224
Atlantic Ocean,Mediterranean Sea,41.4411,9.392983
Atlantic Ocean,,32.7867,-79.9281
Atlantic Ocean,,33.64,-64.9
Atlantic Ocean,,35.1,-66.71
Atlantic Ocean,,41.11,-71.15
Atlantic Ocean,,41.42,-70.77
Atlantic Ocean,,41.38,-71.13
Pacific Ocean,,35.7186,-139.6478
Pacific Ocean,,36.8589,-132.80485
Atlantic Ocean,,38.894333,-74.564167
,,41.4252,-82.3657
,,41.4166,-82.39
Atlantic Ocean,,32.8028,-79.9321
Atlantic Ocean,,25.14,-80.08
Atlantic Ocean,,29.59,-60.32
Atlantic Ocean,,21.57,-60.01
Atlantic Ocean,,20.28,-64.97
Pacific Ocean,,33.06,-148.13
Pacific Ocean,,31.72,-144.77
Atlantic Ocean,Gulf of Mexico,27.1822,-97.368
Atlantic Ocean,Gulf of Mexico,27.3189,-97.336
Atlantic Ocean,Gulf of Mexico,27.506,-97.2595
Atlantic Ocean,Gulf of Mexico,27.6105,-97.2045
Atlantic Ocean,Gulf of Mexico,27.5962,-97.2128
Atlantic Ocean,,24.33,-81.85
Atlantic Ocean,Gulf of Mexico,29.2818,-94.7999
Atlantic Ocean,Gulf of Mexico,29.276,-94.8086
Atlantic Ocean,Gulf of Mexico,29.3238,-94.739
Atlantic Ocean,Gulf of Mexico,28.0113,-96.9068
Atlantic Ocean,Gulf of Mexico,27.8274,-97.0531
Atlantic Ocean,Gulf of Mexico,27.8271,-97.0532
Atlantic Ocean,Gulf of Mexico,30.429,-87.9111
Atlantic Ocean,Gulf of Mexico,30.3768,-87.8374
Atlantic Ocean,Gulf of Mexico,29.6555,-95.0074
Atlantic Ocean,Gulf of Mexico,29.3658,-94.8124
Atlantic Ocean,Gulf of Mexico,29.3139,-94.822
Atlantic Ocean,Gulf of Mexico,29.2882,-94.789
Pacific Ocean,Gulf of California,31.022322,-114.832718
Atlantic Ocean,,26.18,-78.88
Atlantic Ocean,,27.68,-78.19
Atlantic Ocean,Gulf of Mexico,27.8524,-82.4093
Atlantic Ocean,Gulf of Mexico,27.7084,-82.6092
Atlantic Ocean,,29.8789,-81.2701
Atlantic Ocean,,14.9118,-58.6863
Atlantic Ocean,Caribbean Sea,13.27,-61.47
Atlantic Ocean,Caribbean Sea,12.02,-61.87
Atlantic Ocean,,17.4591,-23.9598
Pacific Ocean,,22.76,-141.69
Pacific Ocean,,23.327094,-110.174193
Pacific Ocean,,-27.149167,-99.461833
Pacific Ocean,,5.28,-146.64
Pacific Ocean,,3.48,-143.62
Pacific Ocean,,19.62,-146.5
Atlantic Ocean,Caribbean Sea,19.09,-79.22
Atlantic Ocean,Caribbean Sea,17.01,-76.54
Pacific Ocean,,19.24,-156.55
Pacific Ocean,,23.65,-149.74
Pacific Ocean,,34.20425,-154.36715
Atlantic Ocean,North Sea,57.7225,-2.3975
Atlantic Ocean,North Sea,57.699833,-2.403333
Atlantic Ocean,Inner Seas off the West Coast of Scotland,55.868667,-4.944667
Arctic Ocean,Greenland Sea,80.56208,8.00078
Pacific Ocean,,9.55,-155.93
Pacific Ocean,,11.09,-156.77
Atlantic Ocean,Mediterranean Sea,37.978,4.647
Atlantic Ocean,,42.36,-61.88
Atlantic Ocean,Gulf of St. Lawrence,46.35,-58.87
Atlantic Ocean,,43.8,-63.32
Atlantic Ocean,Mediterranean Sea,43.899817,10.037167
Atlantic Ocean,Mediterranean Sea,44.3159,8.5101
Atlantic Ocean,,33.56,-66.94
Atlantic Ocean,,38.93,-68.9
Atlantic Ocean,,41.6409,-70.2115
Atlantic Ocean,,41.95,-65.09
Atlantic Ocean,,31.41,-59.66
Atlantic Ocean,Mediterranean Sea,39.473,20.093
Pacific Ocean,,33.0043,-134.721
Pacific Ocean,,36.9561,-121.9783
,,41.4166,-82.3899
Atlantic Ocean,,32.8912,-79.9706
Atlantic Ocean,,32.7541,-79.8537
Atlantic Ocean,,31.26,-71.5
Pacific Ocean,,33.08,-147.02
Pacific Ocean,,33.06,-148.13
Pacific Ocean,,32.992298,-137.9975
Pacific Ocean,,41.07,-146.64
Pacific Ocean,,36.813,-124.5854
Pacific Ocean,,34.1215,-132.7483
Atlantic Ocean,,25.12,-57.87
Atlantic Ocean,,25.07,-59.06
Atlantic Ocean,,31.0044,-66.5121
Atlantic Ocean,,31.15,-71.04
Atlantic Ocean,,30.5659,-70.6258
Atlantic Ocean,,30.0679,-37.1043
Atlantic Ocean,Gulf of Mexico,27.7476,-97.1188
Atlantic Ocean,Gulf of Mexico,27.6088,-97.2055
Atlantic Ocean,Gulf of Mexico,26.1249,-97.1663
Atlantic Ocean,Caribbean Sea,21.0313,-86.7912
Atlantic Ocean,,23.85,-80.85
Atlantic Ocean,,24.2,-82.1
Atlantic Ocean,Gulf of Mexico,27.9925,-96.927
Atlantic Ocean,Gulf of Mexico,27.7946,-97.0824
Atlantic Ocean,Gulf of Mexico,27.8273,-97.0529
Atlantic Ocean,Gulf of Mexico,27.834,-97.0436
Atlantic Ocean,Gulf of Mexico,27.5819,-97.2201
Atlantic Ocean,Gulf of Mexico,27.55,-97.2368
Atlantic Ocean,Gulf of Mexico,29.9192,-90.0657
Atlantic Ocean,Gulf of Mexico,29.5636,-95.0709
Atlantic Ocean,Gulf of Mexico,29.3136,-94.8221
Atlantic Ocean,Gulf of Mexico,29.2703,-94.8189
Atlantic Ocean,Gulf of Mexico,29.2666,-94.8249
Atlantic Ocean,Gulf of Mexico,29.31,-94.7609
Pacific Ocean,,22.76,-141.69
Pacific Ocean,,31.083,-141.233
Atlantic Ocean,Gulf of Mexico,27.5737,-82.6868
Atlantic Ocean,,29.0157,-80.8806
Atlantic Ocean,Gulf of Mexico,30.3321,-89.1819
Atlantic Ocean,Gulf of Mexico,30.377,-87.8391
Atlantic Ocean,Caribbean Sea,15.81,-64.17
Atlantic Ocean,Caribbean Sea,15.55,-62.17
Atlantic Ocean,,17.35,-60.75
Atlantic Ocean,Caribbean Sea,14.46,-61.18
Atlantic Ocean,Caribbean Sea,12.22,-61.77
Pacific Ocean,,30.99691,-134.8375
Atlantic Ocean,Caribbean Sea,15.82,-76.78
Atlantic Ocean,Gulf of Mexico,19.0621,-95.995
Atlantic Ocean,Caribbean Sea,11.32,-67.08
Atlantic Ocean,Caribbean Sea,11.97,-68.07
Atlantic Ocean,Caribbean Sea,15.94,-73.37
Atlantic Ocean,Caribbean Sea,15.28,-72.43
Pacific Ocean,,-29.5605,-98.8063
Atlantic Ocean,,-13.799537,2.217272
Pacific Ocean,,5.28,-146.64
Pacific Ocean,,7.34,-87.0
Pacific Ocean,,4.083,-87.0
Atlantic Ocean,Caribbean Sea,16.39,-86.26
Pacific Ocean,,18.83,-156.55
Pacific Ocean,,23.65,-149.74
Pacific Ocean,,23.65,-149.74
Pacific Ocean,,36.8386,-153.28865
Atlantic Ocean,,42.42,-70.09
Atlantic Ocean,,43.6612,-70.2389
Atlantic Ocean,,49.268864,-13.228694
Atlantic Ocean,Bay of Biscay,44.6959,-1.2626
Atlantic Ocean,North Sea,57.475,-1.649167
Atlantic Ocean,North Sea,56.134167,-2.533833
Atlantic Ocean,,36.2937,-33.3888
Atlantic Ocean,,37.265767,-9.9989
Atlantic Ocean,Mediterranean Sea,42.245,5.27
Pacific Ocean,,49.767167,-138.455833
Pacific Ocean,Coastal Waters of Southeast Alaska and British Columbia,47.5504,-122.6265
Pacific Ocean,The Coastal Waters of Southeast Alaska and British Columbia,47.8215,-122.3747
Atlantic Ocean,,32.8912,-79.971
Atlantic Ocean,,32.7873,-79.9261
Atlantic Ocean,,38.18,-69.3
Atlantic Ocean,,41.435763,-71.4522
Atlantic Ocean,,41.03,-70.81
Atlantic Ocean,,32.63,-61.57
Pacific Ocean,,36.51035,-148.4062
Pacific Ocean,,37.49145,-143.47605
Pacific Ocean,,33.7109,-118.0648
Atlantic Ocean,,39.5277,-75.8119
Atlantic Ocean,,38.8871,-77.0513
,,41.3842,-82.5155
Atlantic Ocean,,22.9,-59.27
Atlantic Ocean,,25.51,-56.08
Atlantic Ocean,,20.58,-72.25
Atlantic Ocean,,28.28,-69.73
Atlantic Ocean,,28.51,-65.83
Atlantic Ocean,,30.27,-63.8
Atlantic Ocean,Caribbean Sea,20.63028,-87.065838
Atlantic Ocean,Caribbean Sea,20.63028,-87.065838
Atlantic Ocean,,24.1,-80.57
Atlantic Ocean,,24.79,-76.07
Atlantic Ocean,,24.0,-74.77
Atlantic Ocean,,27.92,-59.5
Atlantic Ocean,Gulf of Mexico,29.2383,-94.8778
Atlantic Ocean,Gulf of Mexico,29.1824,-94.9706
Atlantic Ocean,Gulf of Mexico,29.1815,-94.9721
Atlantic Ocean,Gulf of Mexico,29.1954,-94.9488
Atlantic Ocean,Gulf of Mexico,29.3054,-94.7667
Atlantic Ocean,Gulf of Mexico,28.0341,-96.8831
Atlantic Ocean,Gulf of Mexico,29.964,-90.3921
Atlantic Ocean,Gulf of Mexico,29.5585,-95.0168
Atlantic Ocean,Gulf of Mexico,29.4488,-94.9234
Atlantic Ocean,Gulf of Mexico,29.294,-94.7817
Atlantic Ocean,Gulf of Mexico,29.2831,-94.7971
Atlantic Ocean,Gulf of Mexico,29.2399,-94.8737
Pacific Ocean,,26.21,-144.53
Pacific Ocean,,29.981132,-139.8355
Atlantic Ocean,,30.22,-75.82
Atlantic Ocean,,25.77,-76.87
Atlantic Ocean,Gulf of Mexico,25.9922,-81.7525
Atlantic Ocean,Gulf of Mexico,30.3141,-89.3228
Atlantic Ocean,Caribbean Sea,18.0,-63.85
Atlantic Ocean,Caribbean Sea,15.98,-62.9
Atlantic Ocean,Caribbean Sea,14.88,-62.52
Atlantic Ocean,,15.1357,-50.8097
Atlantic Ocean,Caribbean Sea,10.758064,-61.436573
Pacific Ocean,,23.15,-144.69
Atlantic Ocean,Caribbean Sea,17.57,-84.33
Atlantic Ocean,Caribbean Sea,19.3,-80.7
Atlantic Ocean,Gulf of Mexico,18.558117,-94.99345
Atlantic Ocean,Caribbean Sea,14.63,-70.28
Atlantic Ocean,,19.71,-69.69
Atlantic Ocean,,18.91,-68.24
Pacific Ocean,,-26.99759,-101.60269
Atlantic Ocean,,2.657956,-48.732453
Pacific Ocean,,17.25,-102.62
Atlantic Ocean,Caribbean Sea,17.65,-80.42
Atlantic Ocean,Caribbean Sea,15.4,-74.62
Atlantic Ocean,Caribbean Sea,16.83,-81.5
Pacific Ocean,,33.1,-149.63
Pacific Ocean,,15.94,-162.49
Arctic Ocean,,81.09,15.5
Arctic Ocean,,88.5118,-123.88
Pacific Ocean,,11.09,-156.77
Pacific Ocean,,16.28,-160.37
Pacific Ocean,,20.61,-155.0
Pacific Ocean,,33.26,-156.98
Pacific Ocean,,45.7047,-123.9407
Atlantic Ocean,,50.872714,-13.540891
Atlantic Ocean,Mediterranean Sea,43.0035,6.116833
Atlantic Ocean,Mediterranean Sea,42.927,6.251833
Atlantic Ocean,Mediterranean Sea,42.8895,10.2292
Atlantic Ocean,,58.510667,-6.996
Atlantic Ocean,,39.62,-66.49
Atlantic Ocean,,32.23,-60.12
Atlantic Ocean,,39.328846,-11.62509
Atlantic Ocean,Mediterranean Sea,36.728415,2.795861
Atlantic Ocean,Mediterranean Sea,41.3924,10.892
Atlantic Ocean,Mediterranean Sea,41.575135,2.553135
,,41.9177,-86.5986
Atlantic Ocean,,32.7736,-79.8631
Atlantic Ocean,,32.08,-65.2
Atlantic Ocean,,35.5,-64.65
Atlantic Ocean,,38.38,-69.28
Atlantic Ocean,,40.16,-67.42
Atlantic Ocean,,31.1,-73.45
Pacific Ocean,,33.8761,-148.17765
Pacific Ocean,,39.0,-135.0
Pacific Ocean,Gulf of California,31.680124,-114.495158
Atlantic Ocean,,38.8211,-76.4317
,,41.4884,-81.7395
Atlantic Ocean,,23.63,-73.75
Atlantic Ocean,,24.03,-70.74
Atlantic Ocean,,24.35,-73.85
Atlantic Ocean,,27.69,-71.63
Atlantic Ocean,,26.29,-65.15
Atlantic Ocean,,29.95,-64.12
Atlantic Ocean,Caribbean Sea,21.1337,-86.7428
Atlantic Ocean,,24.49,-81.24
Atlantic Ocean,,23.37,-74.62
Atlantic Ocean,,26.23,-56.63
Atlantic Ocean,,20.62,-68.15
Atlantic Ocean,,23.28,-73.57
Atlantic Ocean,Gulf of Mexico,29.2901,-94.7873
Atlantic Ocean,Gulf of Mexico,29.2759,-94.8092
Atlantic Ocean,Gulf of Mexico,29.182,-94.9715
Atlantic Ocean,Gulf of Mexico,29.3043,-94.7684
Atlantic Ocean,Gulf of Mexico,28.059,-96.8559
Atlantic Ocean,Gulf of Mexico,22.282206,-97.798196
Atlantic Ocean,Gulf of Mexico,29.5976,-94.9855
Atlantic Ocean,Gulf of Mexico,29.7614,-95.0798
Atlantic Ocean,Gulf of Mexico,29.4272,-94.6776
Atlantic Ocean,Gulf of Mexico,29.4818,-94.6047
Atlantic Ocean,Gulf of Mexico,29.2808,-94.8012
Atlantic Ocean,Gulf of Mexico,29.2969,-94.7787
Atlantic Ocean,Gulf of Mexico,30.3064,-89.3276
Atlantic Ocean,Gulf of Mexico,30.3057,-89.3281
Atlantic Ocean,Gulf of Mexico,29.7468,-95.2948
Atlantic Ocean,Gulf of Mexico,29.533,-95.0094
Atlantic Ocean,Gulf of Mexico,29.6523,-95.01
Atlantic Ocean,Gulf of Mexico,29.6364,-95.0157
Pacific Ocean,,26.05,-141.2
Pacific Ocean,,29.000985,-139.163
Pacific Ocean,,20.751055,-105.37303
Atlantic Ocean,,27.3,-75.58
Atlantic Ocean,,26.09,-76.7
Atlantic Ocean,Gulf of Mexico,30.3062,-89.328
Atlantic Ocean,,15.85,-53.6667
Atlantic Ocean,Caribbean Sea,14.0726,-60.9595
Atlantic Ocean,,14.5137,-27.9018
Pacific Ocean,,23.15,-144.69
Pacific Ocean,,27.4173,-145.571
Pacific Ocean,,26.21,-144.53
Atlantic Ocean,Caribbean Sea,16.83,-85.34
Atlantic Ocean,Caribbean Sea,19.8006,-87.4759
Atlantic Ocean,Gulf of Mexico,19.541887,-90.70652
Atlantic Ocean,Caribbean Sea,16.7994,-87.8548
Atlantic Ocean,Caribbean Sea,12.08,-62.02
Atlantic Ocean,Caribbean Sea,14.9,-70.38
Pacific Ocean,,5.28,-146.64
Pacific Ocean,,4.983,-102.0
Pacific Ocean,,19.51,-144.23
Atlantic Ocean,Caribbean Sea,17.95056,-76.82939
Atlantic Ocean,Caribbean Sea,16.58,-83.22
Atlantic Ocean,Caribbean Sea,17.15,-84.15
Pacific Ocean,,33.02,-152.9
Atlantic Ocean,Mediterranean Sea,34.3562,33.3521
Atlantic Ocean,North Sea,60.580167,0.525
Arctic Ocean,Baffin Bay,73.733333,-57.225833
Pacific Ocean,,-16.434333,-151.096167
Pacific Ocean,,20.61,-155.0
Pacific Ocean,,28.08715,-149.1777
Pacific Ocean,,33.26,-156.98
Atlantic Ocean,Stellwagen Bank National Marine Sanctuary,42.41,-70.15
Atlantic Ocean,,43.378,-8.346667
Atlantic Ocean,Mediterranean Sea,42.872217,6.046633
Atlantic Ocean,Mediterranean Sea,43.3003,5.246
Atlantic Ocean,Mediterranean Sea,43.2469,5.3522
Atlantic Ocean,Irish Sea and St. George's Channel,54.624667,-4.690833
Atlantic Ocean,Mediterranean Sea,37.9245,23.592133
Atlantic Ocean,Mediterranean Sea,41.591,9.388333
Atlantic Ocean,Mediterranean Sea,41.263153,1.963507
Pacific Ocean,,42.3543,-129.4209
,,43.0534,-78.8986
Atlantic Ocean,,42.46,-65.91
Atlantic Ocean,,41.05,-70.86
Atlantic Ocean,Stellwagen Bank National Marine Sanctuary,42.14,-70.23
Atlantic Ocean,Stellwagen Bank National Marine Sanctuary,42.29,-70.23
Atlantic Ocean,,41.7,-68.91
Atlantic Ocean,,40.3,-63.81
Atlantic Ocean,Mediterranean Sea,37.341667,-0.961667
Atlantic Ocean,,24.91,-74.74
Atlantic Ocean,,30.13,-60.46
Atlantic Ocean,,22.93,-69.77
Pacific Ocean,,33.05545,-147.4223
Pacific Ocean,,33.08,-147.02
Atlantic Ocean,,41.5813,-71.3222
Atlantic Ocean,Gulf of Mexico,27.7519,-97.1166
Atlantic Ocean,Gulf of Mexico,27.7039,-97.1499
Atlantic Ocean,Gulf of Mexico,21.4707,-97.2243
Atlantic Ocean,Gulf of Mexico,23.21,-84.21
Atlantic Ocean,,24.35,-81.82
Atlantic Ocean,,24.02,-82.06
Atlantic Ocean,Gulf of Mexico,29.2828,-94.7969
Atlantic Ocean,Gulf of Mexico,29.2711,-94.818
Atlantic Ocean,Gulf of Mexico,28.0673,-96.8462
Atlantic Ocean,Gulf of Mexico,27.798,-97.0802
Atlantic Ocean,Gulf of Mexico,27.9125,-96.9994
Atlantic Ocean,Gulf of Mexico,27.7142,-97.3195
Atlantic Ocean,Gulf of Mexico,29.9501,-90.0121
Atlantic Ocean,Gulf of Mexico,29.5886,-95.0787
Atlantic Ocean,Gulf of Mexico,29.6764,-94.9822
Atlantic Ocean,Gulf of Mexico,29.761,-95.0796
Atlantic Ocean,Gulf of Mexico,29.3905,-94.8858
Atlantic Ocean,Gulf of Mexico,29.3424,-94.7948
Pacific Ocean,Gulf of California,27.916643,-110.775325
Atlantic Ocean,,29.83,-79.13
Atlantic Ocean,Gulf of Mexico,27.897,-82.4382
Atlantic Ocean,Gulf of Mexico,27.9528,-82.6416
Atlantic Ocean,Gulf of Mexico,30.3941,-88.9058
Atlantic Ocean,Gulf of Mexico,30.3059,-89.3281
Atlantic Ocean,Caribbean Sea,14.7075,-61.187333
Atlantic Ocean,,19.97,-58.73
Pacific Ocean,,21.42,-142.07
Pacific Ocean,,20.15,-147.77
Pacific Ocean,,26.05,-141.2
Pacific Ocean,,28.04,-140.48
Atlantic Ocean,Caribbean Sea,17.39,-82.7
Atlantic Ocean,Gulf of Mexico,19.0645,-96.0607
Atlantic Ocean,Caribbean Sea,12.91,-64.39
Atlantic Ocean,Caribbean Sea,15.04,-69.97
Atlantic Ocean,Caribbean Sea,17.16,-62.73
Atlantic Ocean,Caribbean Sea,15.68,-62.83
Atlantic Ocean,,-33.043,-2.4258
Pacific Ocean,,1.5,-92.0
Pacific Ocean,,-1.13,-91.96
Atlantic Ocean,,8.245011,-19.81675
Pacific Ocean,,19.8,-143.03
Pacific Ocean,,19.24,-143.41
Pacific Ocean,,17.68,-155.1
Pacific Ocean,,33.38,-156.38
Pacific Ocean,,33.20055,-153.7201
Atlantic Ocean,Mediterranean Sea,32.279667,34.825
Pacific Ocean,,15.94,-162.49
Atlantic Ocean,Inner Seas off the West Coast of Scotland,56.385,-6.797
Atlantic Ocean,Irish Sea and St. George's Channel,54.629,-4.750667
Atlantic Ocean,,-37.0944,-12.3454
Pacific Ocean,,13.69,-156.87
Pacific Ocean,,12.52,-156.96
Pacific Ocean,,14.71,-157.43
,,42.8756,-78.8854
Atlantic Ocean,,42.63,-61.72
Atlantic Ocean,,42.94,-68.99
Atlantic Ocean,Mediterranean Sea,42.377821,3.158952
Atlantic Ocean,Mediterranean Sea,44.29785,9.149569
Pacific Ocean,,53.7725,-144.500833
Atlantic Ocean,,40.33,-65.42
Atlantic Ocean,,41.94,-67.21
Atlantic Ocean,,41.32,-66.1
Atlantic Ocean,Mediterranean Sea,37.622,1.5215
Pacific Ocean,,45.7158,-123.941
,,43.0538,-78.8991
Atlantic Ocean,,38.8715,-76.9939
Atlantic Ocean,,38.7851,-76.7135
,,41.3836,-82.5142
Atlantic Ocean,,32.7866,-79.9281
Atlantic Ocean,,41.552442,-71.235571
Atlantic Ocean,,40.12,-70.5
Atlantic Ocean,,27.62,-68.93
Atlantic Ocean,,29.249,-62.9857
Atlantic Ocean,,29.72,-70.32
Pacific Ocean,,34.097,-139.8239
Pacific Ocean,,36.0405,-140.3197
Pacific Ocean,,33.7109,-118.0648
Atlantic Ocean,,24.12,-80.81
Atlantic Ocean,,24.14,-82.83
Atlantic Ocean,,25.65,-75.5
Atlantic Ocean,,29.97,-57.38
Atlantic Ocean,,24.65,-70.25
Atlantic Ocean,,27.08,-72.57
Atlantic Ocean,Gulf of Mexico,27.8517,-97.0421
Atlantic Ocean,Gulf of Mexico,27.2049,-97.3645
Atlantic Ocean,Gulf of Mexico,27.4246,-97.2972
Atlantic Ocean,Gulf of Mexico,27.5789,-97.2214
Atlantic Ocean,Gulf of Mexico,27.7418,-97.1239
Atlantic Ocean,Gulf of Mexico,25.9578,-97.147
Atlantic Ocean,Gulf of Mexico,29.2763,-94.8086
Atlantic Ocean,Gulf of Mexico,29.2664,-94.8252
Atlantic Ocean,Gulf of Mexico,29.2666,-94.8254
Atlantic Ocean,Gulf of Mexico,29.1827,-94.9699
Atlantic Ocean,Gulf of Mexico,29.3095,-94.7605
Atlantic Ocean,Gulf of Mexico,27.7797,-97.0954
Atlantic Ocean,,25.77,-77.15
Atlantic Ocean,Gulf of Mexico,30.3063,-89.3278
Atlantic Ocean,Gulf of Mexico,30.3743,-87.8367
Atlantic Ocean,Gulf of Mexico,30.3314,-87.1365
Atlantic Ocean,Gulf of Mexico,29.1785,-90.0694
Atlantic Ocean,Gulf of Mexico,29.2813,-94.8006
Atlantic Ocean,,11.28,-60.14
Pacific Ocean,,27.28275,-130.6385
Pacific Ocean,,24.28,-143.99
Pacific Ocean,,25.68,-143.09
Pacific Ocean,,27.33,-142.18
Pacific Ocean,,28.4649,-141.808
Atlantic Ocean,Caribbean Sea,17.28,-82.02
Pacific Ocean,,15.664929,-96.544661
Atlantic Ocean,Caribbean Sea,11.53,-62.52
Atlantic Ocean,,20.0,-70.28
Atlantic Ocean,Caribbean Sea,18.0396,-63.0917
Atlantic Ocean,Caribbean Sea,16.05,-66.98
Atlantic Ocean,,-31.6642,-27.5227
Atlantic Ocean,,-34.49263,10.18383
Pacific Ocean,,10.3121,-109.2027
Atlantic Ocean,Caribbean Sea,19.29,-79.21
Atlantic Ocean,Caribbean Sea,18.32,-76.1
Atlantic Ocean,Caribbean Sea,16.18,-86.1
Atlantic Ocean,Mediterranean Sea,37.9,24.7
Atlantic Ocean,Inner Seas off the West Coast of Scotland,56.154167,-4.807833
Pacific Ocean,,9.55,-155.93
